시설명,소재지도로명주소,소재지지번주소,위도,경도,제공서비스,건축물용도,전화번호,관리기관명,관리부서전화번호,데이터기준일자
파주시민 재가복지센터,경기도 파주시 중앙로 286,경기도 파주시 아동동 331-8,37.7616420569,126.7767258989,방문요양+방문목욕,노유자시설,031-937-8900,경기도 파주시청,031-940-4415,2025-12-02
파주시민국제주야간보호센터,경기도 파주시 평화로342번길 69,경기도 파주시 검산동 106-2,37.7755455783,126.7462108832,주야간보호,노유자시설,031-945-5900,경기도 파주시청,031-940-4415,2025-12-02
파주시민요양원,경기도 파주시 중앙로 286 ,경기도 파주시 아동동 331-8,37.7616420569,126.7767258989,노인요양시설,노유자시설,031-937-8900,경기도 파주시청,031-940-4477,2025-12-02
파주엔젤주야간보호센터,경기도 파주시 적성면 청송로699번길 66,경기도 파주시 적성면 식현리 355-4,37.9453561021,126.8830432355,주야간보호,노유자시설,031-958-6850,경기도 파주시청,031-940-4415,2025-12-02
파주엔젤하우스,경기도 파주시 적성면 청송로699번길 66-1,경기도 파주시 적성면 식현리 355-9,37.9454047588,126.8827777358,노인요양공동생활가정,노유자시설,031-958-6850,경기도 파주시청,031-940-4477,2025-12-02
파주연세요양센터,경기도 파주시 적성면 율곡로2490번길 17,경기도 파주시 적성면 율포리 166-1,37.9782484594,126.9523800798,노인요양시설,노유자시설,031-959-9591,경기도 파주시청,031-940-4477,2025-12-02
파주연세요양센터2,경기도 파주시 적성면 율곡로2490번길 17,경기도 파주시 적성면 율포리 166-1,37.9782484594,126.9523800798,노인요양시설,노유자시설,031-959-9592,경기도 파주시청,031-940-4477,2025-12-02
파주연세주간보호센터2,경기도 파주시 적성면 율곡로2490번길 17,경기도 파주시 적성면 율포리 166-1,37.9782484594,126.9523800798,방문요양+방문목욕+주야간보호,노유자시설,031-959-9592,경기도 파주시청,031-940-4415,2025-12-02
파주연풍 양우내안애 경로당,경기도 파주시 파주읍 주락길 69,경기도 파주시 파주읍 연풍리 484,37.8276121307,126.8446615916,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
파주예은방문요양센터,경기도 파주시 운정역길 351,경기도 파주시 야당동 296-15,37.7259017534,126.7677611708,방문요양,단독주택,031-947-0690,경기도 파주시청,031-940-4415,2025-12-02
파주요양원,경기도 파주시 탄현면 평화로 670,경기도 파주시 탄현면 법흥리 170-9,37.7772553921,126.7120217427,노인요양시설,노유자시설,031-949-8586,경기도 파주시청,031-940-4477,2025-12-02
파주운정요양원,경기도 파주시 조리읍 능안로 334,경기도 파주시 조리읍 능안리 253-5,37.7403531159,126.7891451383,노인요양시설,노유자시설,031-935-6965,경기도 파주시청,031-940-4477,2025-12-02
파주재가복지센터,경기도 파주시 지목로 70-25,경기도 파주시 문발동 263-19,37.7249813361,126.698970708,방문요양+방문목욕,근린생활시설,031-944-4443,경기도 파주시청,031-940-4415,2025-12-02
파주재활요양원,경기도 파주시 지목로 70-25,경기도 파주시 문발동 263-19,37.7249813361,126.698970708,노인요양공동생활가정,노유자시설,031-944-4443,경기도 파주시청,031-940-4477,2025-12-02
파주치매전담형주야간보호센터,경기도 파주시 평화로492번길 43,경기도 파주시 맥금동 136-2,37.7746984522,126.7295452446,주야간보호+주야간보호 내 치매전담 1실,노유자시설,031-947-6005,경기도 파주시청,031-940-4415,2025-12-02
파주푸르지오아파트 경로당,경기도 파주시 조리읍 내산길 55,경기도 파주시 조리읍 봉일천리 269,37.7473915663,126.8090201905,노인여가활동,경로당,031-957-7932,경기도 파주시청,031-940-4404,2025-12-02
파주프라임요양원,경기도 파주시 청암로17번길 67,경기도 파주시 목동동 949,37.7288548903,126.7336085951,노인요양시설,노유자시설,031-944-9070,경기도 파주시청,031-940-4477,2025-12-02
파주해가빛시니어센터,경기도 파주시 어을매로 76,경기도 파주시 교하동 439,37.7496765794,126.7471113231,방문요양+방문목욕+주야간보호,노유자시설,031-943-5382,경기도 파주시청,031-940-4415,2025-12-02
파주효림주야간보호센터,경기도 파주시 미래로602번길 43,경기도 파주시 와동동 1302-2,37.7323599767,126.751622506,방문요양+주야간보호,근린생활시설,031-948-3255,경기도 파주시청,031-940-4415,2025-12-02
파주효샘요양원,경기도 파주시 파주읍 정문로 686,경기도 파주시 파주읍 부곡리 348-3,37.8175671911,126.8198771723,노인요양시설,노유자시설,031-954-3690,경기도 파주시청,031-940-4477,2025-12-02
파주휴먼시아 경로당,경기도 파주시 파주읍 파발로26번길 7,경기도 파주시 파주읍 파주리 816,37.8325267778,126.8209122328,노인여가활동,경로당,031-954-3773,경기도 파주시청,031-940-4404,2025-12-02
파주힐스테이트1차 경로당,경기도 파주시 문산읍 방촌로 1744,경기도 파주시 문산읍 당동리 935,37.8683550259,126.786254898,노인여가활동,경로당,031-952-7853,경기도 파주시청,031-940-4404,2025-12-02
파주힐스테이트2차 경로당,경기도 파주시 문산읍 당동1로 67,경기도 파주시 문산읍 당동리 940,37.8640320987,126.7725515339,노인여가활동,경로당,031-954-3567,경기도 파주시청,031-940-4404,2025-12-02
팜스프링아파트 경로당,경기도 파주시 송화로 13,경기도 파주시 아동동 283,37.7716684832,126.7750483866,노인여가활동,경로당,031-948-2422,경기도 파주시청,031-940-4404,2025-12-02
포도원재가노인복지센터,경기도 파주시 교하로 1394,경기도 파주시 교하동 391-7,37.7530810595,126.7459242921,방문요양,근린생활시설,031-946-4872,경기도 파주시청,031-940-4415,2025-12-02
풍림아이원아파트 경로당,경기도 파주시 후곡로 77,경기도 파주시 금촌동 1008,37.7495734219,126.7741590927,노인여가활동,경로당,031-939-0563,경기도 파주시청,031-940-4404,2025-12-02
플로렌스 너싱홈,경기도 파주시 탄현면 새오리로 123,경기도 파주시 탄현면 성동리 100-2,37.7951549649,126.6864469538,노인요양시설,노유자시설,031-946-5231,경기도 파주시청,031-940-4477,2025-12-02
피에스케어(PS CARE),경기도 파주시 와석순환로515번길 61,경기도 파주시 와동동 1450-1,37.727000584,126.7631910137,복지용구제공사업소,근린생활시설,031-943-7896,경기도 파주시청,031-940-4415,2025-12-02
필그림재활요양원,경기도 파주시 광탄면 악대울길 7,경기도 파주시 광탄면 신산리 192-32,37.7782771801,126.8512774762,노인요양시설,노유자시설,031-941-9898,경기도 파주시청,031-940-4477,2025-12-02
하날요양원,경기도 파주시 조리읍 사근절길 26,경기도 파주시 조리읍 오산리 369,37.76389856,126.825185046,노인요양공동생활가정,노유자시설,031-957-4730,경기도 파주시청,031-940-4477,2025-12-02
하날재가노인복지센터,경기도 파주시 조리읍 사근절길 26,경기도 파주시 조리읍 오산리 369,37.76389856,126.825185046,방문요양,근린생활시설,031-957-4730,경기도 파주시청,031-940-4415,2025-12-02
하지석리 경로당,경기도 파주시 하지석길 263,경기도 파주시 하지석동 229-8,37.7598749719,126.7481951314,노인여가활동,경로당,031-941-6092,경기도 파주시청,031-940-4404,2025-12-02
한결의료기,경기도 파주시 경의로 1224,경기도 파주시 와동동 1431,37.726491556,126.7614240786,복지용구제공사업소,근린생활시설,031-944-2294,경기도 파주시청,031-940-4415,2025-12-02
한결케어센터,경기도 파주시 시청로 47,경기도 파주시 아동동 346-1,37.760147751,126.7785583954,방문요양+방문목욕,노유자시설,031-941-6226,경기도 파주시청,031-940-4415,2025-12-02
한국재가장기요양기관(주) 헬스뱅크,경기도 파주시 탄현면 한산로 61,경기도 파주시 탄현면 금승리 469-4,37.8293328322,126.7320132737,복지용구제공사업소,근린생활시설,031-949-7855,경기도 파주시청,031-940-4415,2025-12-02
한국재가장기요양기관(파주지부),경기도 파주시 문산읍 문향로17번길 39,경기도 파주시 문산읍 문산리 33-6,37.8536234751,126.783962394,방문요양+방문목욕,근린생활시설,031-954-8433,경기도 파주시청,031-940-4415,2025-12-02
한나노인복지센터,경기도 파주시 광탄면 혜음로 1123,경기도 파주시 광탄면 신산리 371-20,37.7815467171,126.8472197266,방문요양+방문목욕,근린생활시설,031-953-4766,경기도 파주시청,031-940-4415,2025-12-02
한나노인요양원,경기도 파주시 광탄면 샘말길 36,경기도 파주시 광탄면 용미리 533,37.7401439822,126.8733310644,노인요양시설,노유자시설,031-943-4766,경기도 파주시청,031-940-4477,2025-12-02
한라비발디 센트럴파크아파트 경로당,경기도 파주시 미래로 422,경기도 파주시 야당동 981,37.7158639013,126.7474887686,노인여가활동,경로당,031-941-2532,경기도 파주시청,031-940-4404,2025-12-02
한라아파트 경로당,경기도 파주시 조리읍 능안로 37,경기도 파주시 조리읍 대원리 992-1,37.741723269,126.8024892395,노인여가활동,경로당,031-948-0026,경기도 파주시청,031-940-4404,2025-12-02
한마음재가복지센터,경기도 파주시 하우3길 128-2,경기도 파주시 야당동 289-13,37.7216487196,126.7661633538,방문요양+방문목욕,공동주택,031-942-1599,경기도 파주시청,031-940-4415,2025-12-02
한마음케어 방문요양센터,경기도 파주시 경의로 1046,경기도 파주시 야당동 1056-3,37.7106586603,126.7593506126,방문요양,노유자시설,031-944-5003,경기도 파주시청,031-940-4415,2025-12-02
한빛마을2단지(휴먼빌레이크펠리스) 경로당,경기도 파주시 한빛로 67,경기도 파주시 야당동 982,37.7163608541,126.7535669356,노인여가활동,경로당,031-941-8209+031-949-9545,경기도 파주시청,031-940-4404,2025-12-02
한빛마을5단지(캐슬&칸타빌) 경로당,경기도 파주시 한빛로 70,경기도 파주시 야당동 991,37.7165892627,126.756958391,노인여가활동,경로당,031-944-5208+031-944-2608,경기도 파주시청,031-940-4404,2025-12-02
한빛마을6단지 경로당,경기도 파주시 와석순환로 87,경기도 파주시 야당동 1023,37.7087722905,126.7495281677,노인여가활동,경로당,031-946-1712,경기도 파주시청,031-940-4404,2025-12-02
한빛마을7단지 경로당,경기도 파주시 와석순환로 61,경기도 파주시 야당동 1026,37.7088299706,126.7536850948,노인여가활동,경로당,031-8071-5786,경기도 파주시청,031-940-4404,2025-12-02
한빛마을8단지 경로당,경기도 파주시 와석순환로 15,경기도 파주시 야당동 1031,37.7095115042,126.7579233528,노인여가활동,경로당,031-941-6013,경기도 파주시청,031-940-4404,2025-12-02
한빛마을9단지 경로당,경기도 파주시 와석순환로 16,경기도 파주시 야당동 1016,37.710910514,126.7580017039,노인여가활동,경로당,031-944-1239,경기도 파주시청,031-940-4404,2025-12-02
한빛사랑요양원,경기도 파주시 장터고개길 182-55,경기도 파주시 맥금동 483-16,37.7812190431,126.7330905565,노인요양공동생활가정,노유자시설,031-949-0288,경기도 파주시청,031-940-4477,2025-12-02
한빛실버카운티,경기도 파주시 광탄면 보광로482번길 26,경기도 파주시 광탄면 영장리 16-2,37.7536949033,126.9152203759,노인요양시설,노유자시설,031-941-2161,경기도 파주시청,031-940-4477,2025-12-02
한빛주간보호센터,경기도 파주시 미래로 369-71,경기도 파주시 동패동 1761-4,37.711083021,126.7449509004,주야간보호,노유자시설,031-941-9950,경기도 파주시청,031-940-4415,2025-12-02
한울마을 1단지 경로당,경기도 파주시 심학산로 384,경기도 파주시 동패동 1781,37.7172083875,126.7365623267,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
한울마을3단지 경로당,경기도 파주시 동패로 100,경기도 파주시 동패동 1752,37.712888255,126.7415388341,노인여가활동,경로당,031-946-1203,경기도 파주시청,031-940-4404,2025-12-02
한울마을4단지 경로당,경기도 파주시 한울로 101,경기도 파주시 동패동 1753,37.7102527928,126.7428020543,노인여가활동,경로당,031-947-8130+031-945-9058,경기도 파주시청,031-940-4404,2025-12-02
한울마을5단지 경로당,경기도 파주시 한울로 84,경기도 파주시 동패동 1768,37.7099612931,126.7401151875,노인여가활동,경로당,031-944-6630,경기도 파주시청,031-940-4404,2025-12-02
한울마을6단지 경로당,경기도 파주시 한울로 100,경기도 파주시 동패동 1771,37.7095497702,126.7433007531,노인여가활동,경로당,031-948-3359,경기도 파주시청,031-940-4404,2025-12-02
한울요양원,경기도 파주시 월롱면 서영로 128,경기도 파주시 월롱면 능산리 247,37.8233531133,126.7680575482,노인요양시설,노유자시설,031-952-1988,경기도 파주시청,031-940-4477,2025-12-02
한일유앤아이1차아파트 경로당,경기도 파주시 금신초교길 72,경기도 파주시 금촌동 1014,37.7694459497,126.7710057205,노인여가활동,경로당,031-943-5695,경기도 파주시청,031-940-4404,2025-12-02
한일유앤아이2차 아파트 경로당,경기도 파주시 금신초교길 56,경기도 파주시 금촌동 1014-1,37.7689561497,126.770801573,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
한진2차아파트 경로당,경기도 파주시 문산읍 봉미로6번길 11-16,경기도 파주시 문산읍 선유리 903-10,37.8621210207,126.787709433,노인여가활동,경로당,031-953-2393,경기도 파주시청,031-940-4404,2025-12-02
한진아파트 경로당,경기도 파주시 문산읍 문향로 22,경기도 파주시 문산읍 문산리 17-29,37.853958239,126.7867140543,노인여가활동,경로당,031-953-7693,경기도 파주시청,031-940-4404,2025-12-02
한컴말랑말랑행복케어주야간보호센터,경기도 파주시 탄현면 헤이리로133번길 21,경기도 파주시 탄현면 법흥리 640-30,37.796149106,126.6938213198,방문요양+주야간보호+주야간보호 내 치매전담 1실+주야간보호 내 치매전담 2실,노유자시설,031-946-7720,경기도 파주시청,031-940-4415,2025-12-02
해바라기주간보호센터,경기도 파주시 문산읍 당동2로 11,경기도 파주시 문산읍 당동리 888-1,37.867988576,126.7839653509,주야간보호,노유자시설,031-953-8788,경기도 파주시청,031-940-4415,2025-12-02
해솔마을 6단지 경로당,경기도 파주시 와석순환로 380,경기도 파주시 목동동 690,37.7230598623,126.7487544676,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
해솔마을11단지 휴먼시아 경로당,경기도 파주시 미래로 601,경기도 파주시 목동동 640,37.7320744967,126.7495109543,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
해솔마을4단지 경로당,경기도 파주시 해솔로 20,경기도 파주시 목동동 667,37.7276272291,126.7510441426,노인여가활동,경로당,031-957-7705+031-947-2230,경기도 파주시청,031-940-4404,2025-12-02
해솔마을5단지 삼부르네상스 경로당,경기도 파주시 가온로 67,경기도 파주시 목동동 679,37.7241048199,126.744152291,노인여가활동,경로당,031-957-3421,경기도 파주시청,031-940-4404,2025-12-02
해솔마을7단지 롯데캐슬 경로당,경기도 파주시 가온로 205,경기도 파주시 와동동 1404,37.7212049603,126.7502030424,노인여가활동,경로당,031-942-1341,경기도 파주시청,031-940-4404,2025-12-02
해오름마을14단지 경로당,경기도 파주시 청암로 82,경기도 파주시 다율동 1035,37.7367395227,126.7342456139,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
햇살가득방문요양센터,경기도 파주시 청석로 334,경기도 파주시 다율동 982,37.7315650731,126.7203727401,방문요양,근린생활시설,031-945-2198,경기도 파주시청,031-940-4415,2025-12-02
햇살가득요양원,경기도 파주시 법원읍 술이홀로907번길 139,경기도 파주시 법원읍 법원리 529-2,37.8553352515,126.8758043,노인요양공동생활가정,노유자시설,031-958-1366,경기도 파주시청,031-940-4477,2025-12-02
햇살노인복지센터,경기도 파주시 중앙로 189,경기도 파주시 금릉동 213-3,37.7543945649,126.7826814278,방문요양,근린생활시설,031-942-5425,경기도 파주시청,031-940-4415,2025-12-02
햇살요양원,경기도 파주시 광탄면 보광로1100번길 113,경기도 파주시 광탄면 마장리 194-12,37.7922642805823,126.882303135561,노인요양시설,노유자시설,031-941-7081,경기도 파주시청,031-940-4477,2025-12-02
햇살케어,경기도 파주시 중앙로 189,경기도 파주시 금릉동 213-3,37.7543945649,126.7826814278,복지용구제공사업소,근린생활시설,031-942-5425,경기도 파주시청,031-940-4415,2025-12-02
행복노치원 주야간보호센터,경기도 파주시 중앙로 191,경기도 파주시 금릉동 213-24,37.7545017153,126.7823535101,방문요양+주야간보호,노유자시설,031-941-0094,경기도 파주시청,031-940-4415,2025-12-02
행복드림복지센터,경기도 파주시 조리읍 능안로 35,경기도 파주시 조리읍 대원리 992-8,37.7416370272,126.8029083485,방문요양+방문목욕,단독주택,031-944-5060,경기도 파주시청,031-940-4415,2025-12-02
행복사랑요양원,경기도 파주시 파주읍 정문로558번길 15,경기도 파주시 파주읍 백석리 79-2,37.8062210519193,126.819868504606,노인요양시설,노유자시설,,경기도 파주시청,031-940-4477,2025-12-02
행복재활요양원,경기도 파주시 파평면 파산서원길 41,경기도 파주시 파평면 눌노리 821,37.9325248594,126.856587258,노인요양시설,노유자시설,031-959-9966,경기도 파주시청,031-940-4477,2025-12-02
행복한실버요양원,경기도 파주시 광탄면 말구리길 66,경기도 파주시 광탄면 발랑리 230-1,37.797793323,126.8975711015,노인요양시설,노유자시설,031-947-4803,경기도 파주시청,031-940-4477,2025-12-02
행복한우리집,경기도 파주시 광탄면 외화산길 325,경기도 파주시 광탄면 신산리 442-7,37.7934972609,126.840632208,노인요양공동생활가정,노유자시설,031-943-8821,경기도 파주시청,031-940-4477,2025-12-02
향양1리 경로당,경기도 파주시 파주읍 향양말길 47-10,경기도 파주시 파주읍 향양리 356-7,37.8524383574,126.8117202796,노인여가활동,경로당,031-953-6965,경기도 파주시청,031-940-4404,2025-12-02
향양2리 경로당,경기도 파주시 파주읍 바리골길 194-10,경기도 파주시 파주읍 향양리 203,37.8480197508,126.819735512,노인여가활동,경로당,031-953-0600,경기도 파주시청,031-940-4404,2025-12-02
향양3리 경로당,경기도 파주시 파주읍 성현로 53,경기도 파주시 파주읍 향양리 390-5,37.8550300464,126.8113913209,노인여가활동,경로당,031-952-4748,경기도 파주시청,031-940-4404,2025-12-02
헤리티지실버케어 파주,경기도 파주시 광탄면 양지말길 89,경기도 파주시 광탄면 용미리 750-12,37.7502426029,126.8590717535,노인요양시설,노유자시설,031-949-1002,경기도 파주시청,031-940-4477,2025-12-02
호수아파트 경로당,경기도 파주시 문산읍 문산로26번길 13,경기도 파주시 문산읍 문산리 10-93,37.8567283765,126.7829591645,노인여가활동,경로당,031-954-3434,경기도 파주시청,031-940-4404,2025-12-02
효경실버홈,경기도 파주시 조리읍 대원로 45,경기도 파주시 조리읍 대원리 272,37.7270881699,126.8171588147,노인요양공동생활가정,노유자시설,031-943-5700,경기도 파주시청,031-940-4477,2025-12-02
효나라 실버케어,경기도 파주시 상지석안길 64-16,경기도 파주시 상지석동 472-3,37.7289223342,126.7821774358,복지용구제공사업소,근린생활시설,031-941-9476,경기도 파주시청,031-940-4415,2025-12-02
효도방문요양센터,경기도 파주시 동산1길 25,경기도 파주시 금촌동 933-1,37.759565656,126.7688089568,방문요양,업무시설,031-943-7003,경기도 파주시청,031-940-4415,2025-12-02
효사랑노인복지센터,경기도 파주시 와석순환로 511,경기도 파주시 와동동 1426-1,37.7245183787,126.7622787737,주야간보호,노유자시설,031-937-8688,경기도 파주시청,031-940-4415,2025-12-02
효성해링턴아파트 경로당,경기도 파주시 조리읍 소곡로 30,경기도 파주시 조리읍 봉일천리 301,37.74438249,126.8146477234,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
효자그린빌 경로당,경기도 파주시 탄현면 여치길 77,경기도 파주시 탄현면 법흥리 1566,37.7701613129,126.7018419129,노인여가활동,경로당,031-948-8625,경기도 파주시청,031-940-4404,2025-12-02
효자노인복지센터,경기도 파주시 탄현면 소금쟁이길 75-11,경기도 파주시 탄현면 법흥리 1589,37.7702195153,126.7027693107,방문요양,근린생활시설,031-942-9097,경기도 파주시청,031-940-4415,2025-12-02
후곡마을 4단지 경로당,경기도 파주시 후곡로 50,경기도 파주시 금촌동 992,37.7532250956,126.7691209954,노인여가활동,경로당,031-957-4536,경기도 파주시청,031-940-4404,2025-12-02
후곡마을 6단지 경로당,경기도 파주시 새꽃로 10,경기도 파주시 금촌동 1022,37.7506463545,126.7691684953,노인여가활동,경로당,031-958-8599,경기도 파주시청,031-940-4404,2025-12-02
휴아림시니어센터 경로당,경기도 파주시 해올로 20,경기도 파주시 다율동 1039,37.7356933354,126.7309793627,노인여가활동,경로당,031-941-9875,경기도 파주시청,031-940-4404,2025-12-02
희망나눔재가센터,경기도 파주시 적성면 양연로845번길 47,경기도 파주시 적성면 적암리 145-1,37.9790142956,127.0086227144,방문요양,단독주택,031-959-1719,경기도 파주시청,031-940-4415,2025-12-02
희망복지재가센터,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,방문요양+방문목욕,단독주택,031-942-4388,경기도 파주시청,031-940-4415,2025-12-02
흰돌마을아파트 경로당,경기도 파주시 독암길 14,경기도 파주시 금릉동 199-6,37.7550031409,126.7832542924,노인여가활동,경로당,031-949-5345,경기도 파주시청,031-940-4404,2025-12-02
힐링요양원,경기도 파주시 청석로 260,경기도 파주시 동패동 1694-1,37.7251029959,126.7177384489,노인요양시설,노유자시설,031-943-7123,경기도 파주시청,031-940-4477,2025-12-02
힐링타운요양원,경기도 파주시 미래로602번길 31,경기도 파주시 와동동 1302-4,37.7319250415,126.7518612777,노인요양공동생활가정,노유자시설,031-942-4848,경기도 파주시청,031-940-4477,2025-12-02
